0,12121,
0.01,12121,
0.02,12123,
0.03,12129,
0.04,12131,
0.05,12128,
0.06,12133,
0.07,12133,
0.08,12136,
0.09,12134,
0.1,12135,
0.11,12135,
0.12,12131,
0.13,12128,
0.14,12125,
0.15,12115,
0.16,12112,
0.17,12105,
0.18,12093,
0.19,12091,
0.2,12083,
0.21,12079,
0.22,12077,
0.23,12074,
0.24,12071,
0.25,12069,
0.26,12068,
0.27,12071,
0.28,12070,
0.29,12070,
0.3,12075,
0.31,12074,
0.32,12078,
0.33,12082,
0.34,12086,
0.35,12084,
0.36,12089,
0.37,12086,
0.38,12088,
0.39,12090,
0.4,12091,
0.41,12089,
0.42,12087,
0.43,12088,
0.44,12087,
0.45,12086,
0.46,12081,
0.47,12081,
0.48,12082,
0.49,12080,
0.5,12079,
0.51,12080,
0.52,12083,
0.53,12079,
0.54,12082,
0.55,12085,
0.56,12087,
0.57,12083,
0.58,12084,
0.59,12089,
0.6,12092,
0.61,12089,
0.62,12093,
0.63,12097,
0.64,12099,
0.65,12102,
0.66,12102,
0.67,12100,
0.68,12103,
0.69,12104,
0.7,12108,
0.71,12111,
0.72,12112,
0.73,12119,
0.74,12115,
0.75,12119,
0.76,12121,
0.77,12121,
0.78,12126,
0.79,12122,
0.8,12125,
0.81,12127,
0.82,12128,
0.83,12131,
0.84,12132,
0.85,12129,
0.86,12138,
0.87,12137,
0.88,12135,
0.89,12134,
0.9,12128,
0.91,12124,
0.92,12111,
0.93,12104,
0.94,12099,
0.95,12092,
0.96,12083,
0.97,12081,
0.98,12077,
0.99,12071,
1,12068,
1.01,12066,
1.02,12066,
1.03,12063,
1.04,12063,
1.05,12064,
1.06,12067,
1.07,12069,
1.08,12068,
1.09,12069,
1.1,12072,
1.11,12072,
1.12,12077,
1.13,12078,
1.14,12076,
1.15,12080,
1.16,12079,
1.17,12077,
1.18,12078,
1.19,12078,
1.2,12077,
1.21,12073,
1.22,12073,
1.23,12070,
1.24,12069,
1.25,12070,
1.26,12069,
1.27,12069,
1.28,12067,
1.29,12069,
1.3,12069,
1.31,12075,
1.32,12070,
1.33,12074,
1.34,12074,
1.35,12076,
1.36,12079,
1.37,12078,
1.38,12083,
1.39,12080,
1.4,12085,
1.41,12088,
1.42,12092,
1.43,12091,
1.44,12094,
1.45,12096,
1.46,12099,
1.47,12101,
1.48,12102,
1.49,12101,
1.5,12106,
1.51,12104,
1.52,12110,
1.53,12112,
1.54,12105,
1.55,12114,
1.56,12113,
1.57,12115,
1.58,12119,
1.59,12116,
1.6,12119,
1.61,12121,
1.62,12123,
1.63,12129,
1.64,12127,
1.65,12128,
1.66,12125,
1.67,12128,
1.68,12129,
1.69,12125,
1.7,12122,
1.71,12112,
1.72,12108,
1.73,12098,
1.74,12091,
1.75,12082,
1.76,12076,
1.77,12072,
1.78,12066,
1.79,12061,
1.8,12058,
1.81,12054,
1.82,12055,
1.83,12052,
1.84,12051,
1.85,12054,
1.86,12051,
1.87,12054,
1.88,12053,
1.89,12056,
1.9,12055,
1.91,12060,
1.92,12060,
1.93,12057,
1.94,12062,
1.95,12066,
1.96,12065,
1.97,12064,
1.98,12064,
1.99,12065,
2,12058,
2.01,12058,
2.02,12060,
2.03,12057,
2.04,12056,
2.05,12056,
2.06,12054,
2.07,12053,
2.08,12053,
2.09,12051,
2.1,12057,
2.11,12058,
2.12,12059,
2.13,12059,
2.14,12060,
2.15,12060,
2.16,12061,
2.17,12064,
2.18,12068,
2.19,12070,
2.2,12074,
2.21,12074,
2.22,12072,
2.23,12076,
2.24,12079,
2.25,12078,
2.26,12083,
2.27,12083,
2.28,12085,
2.29,12089,
2.3,12089,
2.31,12091,
2.32,12091,
2.33,12093,
2.34,12093,
2.35,12093,
2.36,12097,
2.37,12099,
2.38,12101,
2.39,12103,
2.4,12103,
2.41,12104,
2.42,12109,
2.43,12106,
2.44,12110,
2.45,12111,
2.46,12113,
2.47,12114,
2.48,12115,
2.49,12118,
2.5,12115,
2.51,12111,
2.52,12107,
2.53,12102,
2.54,12093,
2.55,12086,
2.56,12081,
2.57,12075,
2.58,12065,
2.59,12062,
2.6,12053,
2.61,12051,
2.62,12049,
2.63,12045,
2.64,12044,
2.65,12043,
2.66,12043,
2.67,12041,
2.68,12041,
2.69,12044,
2.7,12048,
2.71,12048,
2.72,12053,
2.73,12054,
2.74,12056,
2.75,12058,
2.76,12057,
2.77,12058,
2.78,12058,
2.79,12059,
2.8,12056,
2.81,12060,
2.82,12054,
2.83,12055,
2.84,12051,
2.85,12050,
2.86,12049,
2.87,12050,
2.88,12047,
2.89,12048,
2.9,12050,
2.91,12048,
2.92,12050,
2.93,12049,
2.94,12050,
2.95,12055,
2.96,12057,
2.97,12058,
2.98,12062,
2.99,12060,
3,12061,
3.01,12065,
3.02,12065,
3.03,12071,
3.04,12070,
3.05,12075,
3.06,12078,
3.07,12077,
3.08,12080,
3.09,12083,
3.1,12083,
3.11,12089,
3.12,12089,
3.13,12086,
3.14,12091,
3.15,12092,
3.16,12090,
3.17,12094,
3.18,12097,
3.19,12097,
3.2,12097,
3.21,12101,
3.22,12101,
3.23,12104,
3.24,12108,
3.25,12110,
3.26,12110,
3.27,12110,
3.28,12111,
3.29,12112,
3.3,12116,
3.31,12117,
3.32,12115,
3.33,12116,
3.34,12116,
3.35,12109,
3.36,12103,
3.37,12097,
3.38,12087,
3.39,12082,
3.4,12078,
3.41,12070,
3.42,12061,
3.43,12060,
3.44,12052,
3.45,12052,
3.46,12056,
3.47,12049,
3.48,12051,
3.49,12054,
3.5,12051,
3.51,12055,
3.52,12056,
3.53,12054,
3.54,12059,
3.55,12055,
3.56,12062,
3.57,12065,
3.58,12063,
3.59,12067,
3.6,12064,
3.61,12064,
3.62,12068,
3.63,12064,
3.64,12063,
3.65,12063,
3.66,12060,
3.67,12059,
3.68,12058,
3.69,12057,
3.7,12058,
3.71,12055,
3.72,12053,
3.73,12058,
3.74,12056,
3.75,12056,
3.76,12058,
3.77,12062,
3.78,12059,
3.79,12063,
3.8,12063,
3.81,12068,
3.82,12067,
3.83,12072,
3.84,12071,
3.85,12078,
3.86,12077,
3.87,12077,
3.88,12081,
3.89,12081,
3.9,12086,
3.91,12088,
3.92,12089,
3.93,12095,
3.94,12094,
3.95,12093,
3.96,12095,
3.97,12099,
3.98,12097,
3.99,12100,
4,12102,
4.01,12104,
4.02,12105,
4.03,12106,
4.04,12108,
4.05,12111,
4.06,12113,
4.07,12114,
4.08,12116,
4.09,12117,
4.1,12121,
4.11,12115,
4.12,12116,
4.13,12110,
4.14,12107,
4.15,12100,
4.16,12095,
4.17,12088,
4.18,12077,
4.19,12078,
4.2,12071,
4.21,12061,
4.22,12065,
4.23,12058,
4.24,12056,
4.25,12055,
4.26,12058,
4.27,12053,
4.28,12052,
4.29,12056,
4.3,12055,
4.31,12058,
4.32,12055,
4.33,12058,
4.34,12060,
4.35,12066,
4.36,12066,
4.37,12066,
4.38,12070,
4.39,12074,
4.4,12070,
4.41,12070,
4.42,12073,
4.43,12062,
4.44,12064,
4.45,12065,
4.46,12067,
4.47,12065,
4.48,12063,
4.49,12058,
4.5,12059,
4.51,12062,
4.52,12061,
4.53,12061,
4.54,12062,
4.55,12066,
4.56,12068,
4.57,12066,
4.58,12069,
4.59,12070,
4.6,12074,
4.61,12073,
4.62,12076,
4.63,12078,
4.64,12082,
4.65,12082,
4.66,12087,
4.67,12088,
4.68,12090,
4.69,12090,
4.7,12092,
4.71,12097,
4.72,12098,
4.73,12096,
4.74,12103,
4.75,12104,
4.76,12106,
4.77,12108,
4.78,12106,
4.79,12109,
4.8,12112,
4.81,12113,
4.82,12113,
4.83,12113,
4.84,12118,
4.85,12120,
4.86,12119,
4.87,12122,
4.88,12121,
4.89,12118,
4.9,12120,
4.91,12114,
4.92,12108,
4.93,12103,
4.94,12096,
4.95,12090,
4.96,12080,
4.97,12072,
4.98,12069,
4.99,12061,
5,12056,
5.01,12053,
5.02,12053,
5.03,12051,
5.04,12045,
5.05,12046,
5.06,12051,
5.07,12051,
5.08,12049,
5.09,12050,
5.1,12056,
5.11,12055,
5.12,12057,
5.13,12058,
5.14,12058,
5.15,12060,
5.16,12061,
5.17,12061,
5.18,12059,
5.19,12057,
5.2,12059,
5.21,12054,
5.22,12057,
5.23,12054,
5.24,12054,
5.25,12049,
5.26,12050,
5.27,12050,
5.28,12047,
5.29,12047,
5.3,12046,
5.31,12051,
5.32,12048,
5.33,12049,
5.34,12052,
5.35,12056,
5.36,12056,
5.37,12058,
5.38,12062,
5.39,12058,
5.4,12062,
5.41,12068,
5.42,12067,
5.43,12067,
5.44,12072,
5.45,12077,
5.46,12076,
5.47,12079,
5.48,12084,
5.49,12080,
5.5,12084,
5.51,12084,
5.52,12084,
5.53,12088,
5.54,12089,
5.55,12092,
5.56,12091,
5.57,12095,
5.58,12099,
5.59,12096,
5.6,12099,
5.61,12101,
5.62,12105,
5.63,12102,
5.64,12107,
5.65,12108,
5.66,12107,
5.67,12106,
5.68,12106,
5.69,12103,
5.7,12097,
5.71,12089,
5.72,12081,
5.73,12077,
5.74,12069,
5.75,12060,
5.76,12053,
5.77,12048,
5.78,12044,
5.79,12037,
5.8,12031,
5.81,12031,
5.82,12029,
5.83,12028,
5.84,12028,
5.85,12029,
5.86,12028,
5.87,12027,
5.88,12031,
5.89,12032,
5.9,12036,
5.91,12038,
5.92,12038,
5.93,12038,
5.94,12037,
5.95,12043,
5.96,12035,
5.97,12037,
5.98,12040,
5.99,12037,
6,12035,
6.01,12031,
6.02,12028,
6.03,12033,
6.04,12030,
6.05,12029,
6.06,12024,
6.07,12028,
6.08,12029,
6.09,12029,
6.1,12027,
6.11,12030,
6.12,12035,
6.13,12033,
6.14,12033,
6.15,12037,
6.16,12041,
6.17,12042,
6.18,12043,
6.19,12047,
6.2,12047,
6.21,12049,
6.22,12052,
6.23,12053,
6.24,12054,
6.25,12058,
6.26,12063,
6.27,12064,
6.28,12063,
6.29,12071,
6.3,12066,
6.31,12068,
6.32,12071,
6.33,12070,
6.34,12073,
6.35,12076,
6.36,12078,
6.37,12081,
6.38,12082,
6.39,12080,
6.4,12080,
6.41,12083,
6.42,12087,
6.43,12089,
6.44,12090,
6.45,12093,
6.46,12097,
6.47,12098,
6.48,12100,
6.49,12095,
6.5,12093,
6.51,12088,
6.52,12082,
6.53,12076,
6.54,12071,
6.55,12058,
6.56,12055,
6.57,12049,
6.58,12042,
6.59,12037,
6.6,12031,
6.61,12028,
6.62,12025,
6.63,12027,
6.64,12027,
6.65,12025,
6.66,12023,
6.67,12023,
6.68,12026,
6.69,12028,
6.7,12033,
6.71,12031,
6.72,12029,
6.73,12037,
6.74,12034,
6.75,12034,
6.76,12034,
6.77,12038,
6.78,12035,
6.79,12035,
6.8,12034,
6.81,12037,
6.82,12031,
6.83,12030,
6.84,12025,
6.85,12028,
6.86,12028,
6.87,12024,
6.88,12028,
6.89,12026,
6.9,12023,
6.91,12026,
6.92,12030,
6.93,12030,
6.94,12030,
6.95,12033,
6.96,12036,
6.97,12044,
6.98,12039,
6.99,12037,
7,12045,
7.01,12050,
7.02,12049,
7.03,12051,
7.04,12052,
7.05,12054,
7.06,12057,
7.07,12059,
7.08,12065,
7.09,12063,
7.1,12066,
7.11,12068,
7.12,12071,
7.13,12067,
7.14,12075,
7.15,12070,
7.16,12070,
7.17,12077,
7.18,12079,
7.19,12082,
7.2,12079,
7.21,12084,
7.22,12087,
7.23,12086,
7.24,12087,
7.25,12089,
7.26,12090,
7.27,12095,
7.28,12092,
7.29,12091,
7.3,12086,
7.31,12082,
7.32,12074,
7.33,12065,
7.34,12059,
7.35,12053,
7.36,12047,
7.37,12039,
7.38,12038,
7.39,12033,
7.4,12029,
7.41,12025,
7.42,12023,
7.43,12021,
7.44,12021,
7.45,12024,
7.46,12026,
7.47,12023,
7.48,12028,
7.49,12031,
7.5,12030,
7.51,12032,
7.52,12033,
7.53,12038,
7.54,12039,
7.55,12038,
7.56,12040,
7.57,12035,
7.58,12037,
7.59,12033,
7.6,12033,
7.61,12031,
7.62,12028,
7.63,12029,
7.64,12028,
7.65,12030,
7.66,12023,
7.67,12028,
7.68,12029,
7.69,12027,
7.7,12026,
7.71,12032,
7.72,12031,
7.73,12033,
7.74,12033,
7.75,12036,
7.76,12038,
7.77,12043,
7.78,12044,
7.79,12047,
7.8,12048,
7.81,12049,
7.82,12052,
7.83,12053,
7.84,12056,
7.85,12058,
7.86,12060,
7.87,12061,
7.88,12065,
7.89,12064,
7.9,12064,
7.91,12065,
7.92,12067,
7.93,12070,
7.94,12074,
7.95,12071,
7.96,12075,
7.97,12076,
7.98,12080,
7.99,12078,
8,12080,
8.01,12082,
8.02,12082,
8.03,12084,
8.04,12081,
8.05,12077,
8.06,12072,
8.07,12062,
8.08,12055,
8.09,12047,
8.1,12039,
8.11,12034,
8.12,12026,
8.13,12020,
8.14,12017,
8.15,12014,
8.16,12016,
8.17,12007,
8.18,12003,
8.19,12004,
8.2,12011,
8.21,12006,
8.22,12010,
8.23,12013,
8.24,12014,
8.25,12015,
8.26,12015,
8.27,12019,
8.28,12016,
8.29,12021,
8.3,12018,
8.31,12019,
8.32,12021,
8.33,12018,
8.34,12018,
8.35,12017,
8.36,12015,
8.37,12011,
8.38,12017,
8.39,12012,
8.4,12009,
8.41,12012,
8.42,12011,
8.43,12009,
8.44,12011,
8.45,12013,
8.46,12014,
8.47,12017,
8.48,12015,
8.49,12016,
8.5,12020,
8.51,12025,
8.52,12025,
8.53,12024,
8.54,12029,
8.55,12033,
8.56,12036,
8.57,12038,
8.58,12040,
8.59,12039,
8.6,12044,
8.61,12045,
8.62,12045,
8.63,12052,
8.64,12050,
8.65,12052,
8.66,12054,
8.67,12054,
8.68,12057,
8.69,12057,
8.7,12061,
8.71,12060,
8.72,12063,
8.73,12065,
8.74,12070,
8.75,12070,
8.76,12073,
8.77,12074,
8.78,12077,
8.79,12075,
8.8,12077,
8.81,12081,
8.82,12076,
8.83,12072,
8.84,12071,
8.85,12059,
8.86,12053,
8.87,12043,
8.88,12035,
8.89,12026,
8.9,12017,
8.91,12010,
8.92,12005,
8.93,12001,
8.94,11999,
8.95,11996,
8.96,11995,
8.97,11994,
8.98,11994,
8.99,11993,
9,11993,
9.01,11993,
9.02,11997,
9.03,11998,
9.04,12000,
9.05,11998,
9.06,12000,
9.07,12003,
9.08,12000,
9.09,12005,
9.1,11996,
9.11,11996,
9.12,12000,
9.13,11995,
9.14,11995,
9.15,11991,
9.16,11994,
9.17,11990,
9.18,11989,
9.19,11990,
9.2,11992,
9.21,11987,
9.22,11990,
9.23,11990,
9.24,11992,
9.25,11992,
9.26,11992,
9.27,12001,
9.28,11996,
9.29,12001,
9.3,12005,
9.31,12003,
9.32,12003,
9.33,12006,
9.34,12012,
9.35,12014,
9.36,12017,
9.37,12015,
9.38,12020,
9.39,12025,
9.4,12028,
9.41,12030,
9.42,12029,
9.43,12030,
9.44,12034,
9.45,12035,
9.46,12033,
9.47,12036,
9.48,12038,
9.49,12043,
9.5,12042,
9.51,12044,
9.52,12048,
9.53,12047,
9.54,12048,
9.55,12049,
9.56,12055,
9.57,12057,
9.58,12056,
9.59,12060,
9.6,12060,
9.61,12061,
9.62,12062,
9.63,12059,
9.64,12053,
9.65,12039,
9.66,12038,
9.67,12028,
9.68,12018,
9.69,12015,
9.7,12004,
9.71,11997,
9.72,11993,
9.73,11990,
9.74,11985,
9.75,11980,
9.76,11982,
9.77,11982,
9.78,11978,
9.79,11981,
9.8,11983,
9.81,11980,
9.82,11981,
9.83,11983,
9.84,11985,
9.85,11985,
9.86,11994,
9.87,11992,
9.88,11993,
9.89,11992,
9.9,11994,
9.91,11989,
9.92,11990,
9.93,11994,
9.94,11992,
9.95,11987,
9.96,11984,
9.97,11985,
9.98,11986,
9.99,11985,
10,11982,
10.01,11984,
10.02,11982,
10.03,11987,
10.04,11986,
10.05,11986,
10.06,11993,
10.07,11991,
10.08,11992,
10.09,11999,
10.1,12000,
10.11,12001,
10.12,12001,
10.13,12005,
10.14,12009,
10.15,12010,
10.16,12012,
10.17,12012,
10.18,12018,
10.19,12020,
10.2,12025,
10.21,12025,
10.22,12029,
10.23,12034,
10.24,12029,
10.25,12033,
10.26,12034,
10.27,12035,
10.28,12037,
10.29,12043,
10.3,12041,
10.31,12045,
10.32,12043,
10.33,12047,
10.34,12047,
10.35,12054,
10.36,12056,
10.37,12056,
10.38,12056,
10.39,12062,
10.4,12061,
10.41,12064,
10.42,12067,
10.43,12070,
10.44,12065,
10.45,12063,
10.46,12060,
10.47,12056,
10.48,12048,
10.49,12039,
10.5,12031,
10.51,12025,
10.52,12018,
10.53,12010,
10.54,12004,
10.55,12000,
10.56,11995,
10.57,11992,
10.58,11994,
10.59,11988,
10.6,11992,
10.61,11991,
10.62,11992,
10.63,11993,
10.64,11993,
10.65,11997,
10.66,12001,
10.67,12004,
10.68,11999,
10.69,12002,
10.7,12006,
10.71,12008,
10.72,12005,
10.73,12006,
10.74,12007,
10.75,12006,
10.76,12003,
10.77,11999,
10.78,12001,
10.79,11999,
10.8,11998,
10.81,11996,
10.82,11998,
10.83,11997,
10.84,11996,
10.85,12000,
10.86,12000,
10.87,11999,
10.88,12003,
10.89,12005,
10.9,12007,
10.91,12006,
10.92,12007,
10.93,12012,
10.94,12012,
10.95,12018,
10.96,12018,
10.97,12021,
10.98,12026,
10.99,12023,
11,12028,
11.01,12029,
11.02,12035,
11.03,12037,
11.04,12037,
11.05,12041,
11.06,12039,
11.07,12043,
11.08,12043,
11.09,12044,
11.1,12045,
11.11,12048,
11.12,12047,
11.13,12049,
11.14,12054,
11.15,12056,
11.16,12059,
11.17,12059,
11.18,12062,
11.19,12065,
11.2,12062,
11.21,12067,
11.22,12067,
11.23,12066,
11.24,12066,
11.25,12058,
11.26,12050,
11.27,12045,
11.28,12037,
11.29,12029,
11.3,12021,
11.31,12013,
11.32,12010,
11.33,12006,
11.34,12002,
11.35,12002,
11.36,11992,
11.37,11994,
11.38,11992,
11.39,11992,
11.4,11993,
11.41,11997,
11.42,11996,
11.43,11997,
11.44,12000,
11.45,12004,
11.46,12003,
11.47,12008,
11.48,12004,
11.49,12010,
11.5,12008,
11.51,12010,
11.52,12009,
11.53,12006,
11.54,12008,
11.55,12007,
11.56,12008,
11.57,12006,
11.58,12002,
11.59,12000,
11.6,12000,
11.61,12001,
11.62,11999,
11.63,12001,
11.64,11999,
11.65,12003,
11.66,12003,
11.67,12006,
11.68,12004,
11.69,12010,
11.7,12008,
11.71,12014,
11.72,12017,
11.73,12019,
11.74,12017,
11.75,12020,
11.76,12026,
11.77,12025,
11.78,12030,
11.79,12032,
11.8,12033,
11.81,12036,
11.82,12036,
11.83,12038,
11.84,12042,
11.85,12044,
11.86,12045,
11.87,12049,
11.88,12049,
11.89,12050,
11.9,12055,
11.91,12053,
11.92,12054,
11.93,12058,
11.94,12063,
11.95,12062,
11.96,12065,
11.97,12064,
11.98,12067,
11.99,12069,
12,12072,
12.01,12071,
12.02,12076,
12.03,12071,
12.04,12068,
12.05,12063,
12.06,12054,
12.07,12046,
12.08,12038,
12.09,12028,
12.1,12022,
12.11,12012,
12.12,12005,
12.13,12001,
12.14,11995,
12.15,11994,
12.16,11990,
